"author","authorIsChannelOwner","channelId","channelName","channelUrl","channelUsername","cid","comment","comments","commentsCount","commentsTurnedOff","date","descriptionLinks/0/text","descriptionLinks/0/url","descriptionLinks/1/text","descriptionLinks/1/url","descriptionLinks/2/text","descriptionLinks/2/url","descriptionLinks/3/text","descriptionLinks/3/url","descriptionLinks/4/text","descriptionLinks/4/url","descriptionLinks/5/text","descriptionLinks/5/url","descriptionLinks/6/text","descriptionLinks/6/url","descriptionLinks/7/text","descriptionLinks/7/url","descriptionLinks/8/text","descriptionLinks/8/url","descriptionLinks/9/text","descriptionLinks/9/url","descriptionLinks/10/text","descriptionLinks/10/url","descriptionLinks/11/text","descriptionLinks/11/url","descriptionLinks/12/text","descriptionLinks/12/url","descriptionLinks/13/text","descriptionLinks/13/url","descriptionLinks/14/text","descriptionLinks/14/url","descriptionLinks/15/text","descriptionLinks/15/url","descriptionLinks/16/text","descriptionLinks/16/url","descriptionLinks/17/text","descriptionLinks/17/url","descriptionLinks/18/text","descriptionLinks/18/url","descriptionLinks/19/text","descriptionLinks/19/url","descriptionLinks/20/text","descriptionLinks/20/url","descriptionLinks/21/text","descriptionLinks/21/url","descriptionLinks/22/text","descriptionLinks/22/url","descriptionLinks/23/text","descriptionLinks/23/url","descriptionLinks/24/text","descriptionLinks/24/url","descriptionLinks/25/text","descriptionLinks/25/url","descriptionLinks/26/text","descriptionLinks/26/url","descriptionLinks/27/text","descriptionLinks/27/url","descriptionLinks/28/text","descriptionLinks/28/url","descriptionLinks/29/text","descriptionLinks/29/url","descriptionLinks/30/text","descriptionLinks/30/url","descriptionLinks/31/text","descriptionLinks/31/url","descriptionLinks/32/text","descriptionLinks/32/url","descriptionLinks/33/text","descriptionLinks/33/url","descriptionLinks/34/text","descriptionLinks/34/url","descriptionLinks/35/text","descriptionLinks/35/url","descriptionLinks/36/text","descriptionLinks/36/url","descriptionLinks/37/text","descriptionLinks/37/url","descriptionLinks/38/text","descriptionLinks/38/url","descriptionLinks/39/text","descriptionLinks/39/url","descriptionLinks/40/text","descriptionLinks/40/url","descriptionLinks/41/text","descriptionLinks/41/url","descriptionLinks/42/text","descriptionLinks/42/url","duration","hasCreatorHeart","hashtags/0","hashtags/1","hashtags/2","id","input","isMonetized","likes","location","numberOfSubscribers","pageUrl","publishedTimeText","replyCount","replyToCid","subtitles","text","thumbnailUrl","title","type","url","videoId","viewCount","voteCount"
"@ajbfwb","false",,,,,"UgzRWogg9vWYP78BSFJ4AaABAg","Can you build a cold into AI voices? 😂",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","5 months ago","0",,,,,"Blast the BASS💦","comment",,"gDOjHj1RZeM",,"6"
"@itspoffy","false",,,,,"Ugwt1clWKKPoh1SHai94AaABAg.AA5bj_9IxZ1AADLyBZHKXM","I don't see an honest review coming from this paid video at all.",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","4 months ago","0","Ugwt1clWKKPoh1SHai94AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"12"
"@josesantiago7240","false",,,,,"Ugz3FIU7FApnvaTexGF4AaABAg","Yep.. the goat speaker right here. Well, I haven't heard the 2nd one, but I also bought the Blast original around when it came out. I had mixed feelings when it first came out, but after a few updates from them tweaking the eq, it became a lot better. 

Tempted on getting the 2, but really the original already does everything I need it to and I rarely even play it past 60%. Maybe when its on sale..lol",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"6"
"@GmyTigapuluh","false",,,,,"UgxyMvusYPf225KR4ft4AaABAg","Always great that they continue to update over time. Blast 1 got better with every update",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@KillianSoria","false",,,,,"UgxwsTsZy524Fw1GIIh4AaABAg","The MORE Bass is always welcome in my book!",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","1",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"2"
"@djhammerbg","false",,,,,"Ugz91kX321hFzokcrWR4AaABAg","I still got the small tribit speaker you recommend in your ebike vid. Using it daily!",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@marv2400","false",,,,,"Ugyox6XYZ6dXZiYo3jN4AaABAg","How does it sound at lower volumes? Does it stay consistent throughout the volumes? One thing I hate is when a speaker sounds one way at 30%, and then like a completely different speaker at 80%. I get they do this to maximum volume or whatever, but it's always been a trait I hate and a lot of speakers seem to be doing it these days. JBL is one the worse.. banging solid bass at lower volumes, then at higher volumes it becomes a crap speaker with no bass.",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"5"
"@FireWill-c1s","false",,,,,"Ugzz0BwJx7bQXfmi9xd4AaABAg","Great review Eric. I waiting on this one to drop. Ill be getting one next as well!",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"0"
"@swissman7268","false",,,,,"UgyFaPNpxE8yBtbAgCh4AaABAg","Sounds good but hard to tell from my laptop speakers really, lol",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@allenj156","false",,,,,"UgwIr2_4WeMfjVQe1bp4AaABAg","Im waiting on getting one but waiting for the Allen Ross tuning to drop first, lol. Blast 1 was good, but the tune he put out really improved it",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"0"
"@kuchingserawak806","false",,,,,"UgwaDh63ZPNV-TyzerZ4AaABAg","Everyone seems to like the Blast 1 more from what I been reading",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","1",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"2"
"@chewbakka9943","false",,,,,"UgxQ36b1T9W6SGYRk_Z4AaABAg","I told my co worker to get the Blast 1 but he got the Boombox 3 instead.  I should pick up this one and bring it to work just so he can feel dumb at how much he spent on his, lol",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@tikremix00","false",,,,,"UgzBmqLwiG3lBZNxnvF4AaABAg","Is the battery bigger or the same? More power on this one so I hope larger",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@Casey-g6f","false",,,,,"Ugyz2QXlJVQ-Eun1TD14AaABAg","6:47 is it supposed to lose battery percentage while it's plugged in and playing",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","10 days ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"0"
"@anabelllie","false",,,,,"UgxnSn3VfTvTMiHJLkV4AaABAg","man..what a baby radiator on the small speaker compared to this one, lol Jesus",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@adfilm3589","false",,,,,"UgxtXp9vYOpdYsx_cBl4AaABAg","Have you compared it to the JBL Boombox? Pretty Sure JBL will have more bass",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"0"
"@Casey-g6f","false",,,,,"UgyiUqJuSJF2MlN_n214AaABAg","🎉",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","10 days ago","1",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@arhamjain-u7w","false",,,,,"UgxHIKMhv4rMgFZMuqJ4AaABAg","Sounds like too much overpowering bass to me and not well balanced",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"1"
"@SureshLimye","false",,,,,"UgwY_IAHbkiiG22MqJ54AaABAg","Always hard to judge these speakers with generic beats but I get its YouTubes fault",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"0"
"@enemmawar-sk4xw","false",,,,,"UgxT99SWM7vcNkfniR94AaABAg","TreeBit in that spelling makes absolutely no sense, lol",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://youtu.be/3uZcv68uNH8","3 months ago","0",,,,,"My Favorite Bluetooth Speaker Just Got An Upgrade! | Tribit Stormbox 2 Bluetooth Speaker Review","comment",,"3uZcv68uNH8",,"0"
"@trendingstylelist","false",,,,,"UgxJBAhXdWGF9f1dfqB4AaABAg.AA3cjgcmhKBAA3dMFqfjNV"," @paulkersey6283  Right",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","5 months ago","0","UgxJBAhXdWGF9f1dfqB4AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"4"
"@FromUsToAshes","false",,,,,"UgxJBAhXdWGF9f1dfqB4AaABAg.AA3cjgcmhKBAA3gtjYPgI6","I know, right? Man has 28 million subs and still taking low level paid sponsorships - get a life.",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","5 months ago","0","UgxJBAhXdWGF9f1dfqB4AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"17"
"@Staxxani","false",,,,,"UgxJBAhXdWGF9f1dfqB4AaABAg.AA3cjgcmhKBAA5PqBRzqr5","​ @FromUsToAshes  yeah he is hungry and hungry for more money thats how it is....",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","5 months ago","0","UgxJBAhXdWGF9f1dfqB4AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"3"
"@frvnk7414","false",,,,,"UgxJBAhXdWGF9f1dfqB4AaABAg.AA3cjgcmhKBAA6Y87n_cn5","& while he chillin making money yall here just blabbering…. We people everyone got a hunger for something he found his way to get it so",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","5 months ago","0","UgxJBAhXdWGF9f1dfqB4AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"7"
"@guadalupe8589","false",,,,,"UgxJBAhXdWGF9f1dfqB4AaABAg.AA3cjgcmhKBAACO-KCl6IT","You new around here? He's not a tech reviewer, he's an unboxing youtuber",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","5 months ago","0","UgxJBAhXdWGF9f1dfqB4AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"2"
"@Quan5021","false",,,,,"UgxJBAhXdWGF9f1dfqB4AaABAg.AA3cjgcmhKBAFUoXfPiuK4","​ @FromUsToAshes  he's unboxer... not a reviewer so this aint an issue. Also he's still making plenty of money",,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/shorts/gDOjHj1RZeM","2 weeks ago","0","UgxJBAhXdWGF9f1dfqB4AaABAg",,,,"Blast the BASS💦","reply",,"gDOjHj1RZeM",,"1"
"@HansTechTalk","true",,,,,"UgwvGFiMblAS11z3EP14AaABAg","Welcome to the review of the Tribit StormBox Blast 2! A portable speaker with booming sound, karaoke features, and RGB lighting for epic party vibes. Don’t forget to like, subscribe, and share your favorite features in the comments! 🎉",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","21",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"42"
"@nickilovestech","false",,,,,"UgxC8rUtbPncsiuGHAh4AaABAg","This might just be the ultimate outdoor speaker. Sound, lights, durability—it checks all the boxes for a good time",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"5"
"@ordinarygadgetuser","false",,,,,"Ugz3PM8muGPfJLGsEdN4AaABAg","The combination of a 200W peak power and Texas Instruments amplifiers is a game-changer. This isn’t just loud—it’s detailed and immersive, delivering a concert-like feel wherever it goes.",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","3",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"28"
"@Theodorefine","false",,,,,"UgycEs55YdiwiSWhxgx4AaABAg","Love how the dual passive radiators enhance the bass without overpowering the mids and highs. Balanced sound profiles like this make it great for every genre, from classical to EDM",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","3",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"1"
"@bananascieentist","false",,,,,"UgwvnvHOpeYDEsydGqp4AaABAg","The 30-hour battery life is impressive. Most speakers die halfway through, but this one keeps the energy alive.",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","1",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"2"
"@OliveofFogCity","false",,,,,"UgykaQuCRgg_57KDGm54AaABAg","The Tribit StormBox Blast 2 seems like it’s built for versatility. From intense bass for movie nights to karaoke fun with friends, it’s more than just a speaker—it’s an experience!",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","3",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@Mikey-5","false",,,,,"UgzkNgIz-0wI8aGziFp4AaABAg","IP67 waterproofing, a sturdy handle, and RGB lighting make this the ultimate adventure speaker. Whether at a beach, a hike, or a poolside bash, it’s ready to roll.",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","4",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"1"
"@lovelifevlogger","false",,,,,"UgwFaMBlYUrV1OkVuip4AaABAg","Finally, a speaker that doesn't just sound great but also looks the part. Those RGB lights are pure magic.",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@Katiebabiedoll","false",,,,,"UgzJIgJxls1pjL3ZB0x4AaABAg","need this in my life just for the karaoke! Adjustable reverb effects sound like so much fun for group sing-alongs",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@katherineqiqi","false",,,,,"Ugy5F3AiEX4jRsXpRMR4AaABAg","I love that you can customize sound profiles with the app. Makes it so much more personal and versatile!",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@sureshbitla846","false",,,,,"Ugz_V2VlIU5htMLaxIF4AaABAg","Bro this video is so good, you really showed everything clearly. StormBox Blast 2 truly is feature-packed with those lights and flagship-class sound. Feels like a proper party speaker. But does Tribit give a decent warranty?",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"1"
"@Flowerguard","false",,,,,"UgwZdu1dV9j1-f2BVFF4AaABAg","Honestly, the Karaoke feature alone makes this speaker stand out. Parties will never be the same again.",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@StefanieLi","false",,,,,"UgxMDchK1JNr38tGbtN4AaABAg","Tribit StormBox Blast 2 delivers on all fronts—amazing sound, cool lighting, and karaoke. Honestly, it’s built for fun!",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@sashinjamir4863","false",,,,,"Ugysi96qBFTvdaEAVyp4AaABAg","Planning to buy this speaker...Seems promising since JBL boombox 3 is off the budget....❤️👍",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","1",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"1"
"@riversongdoctor","false",,,,,"Ugw8pRuJhhLK-KaalSN4AaABAg","This speaker is a beast with 200W of sound power and waterproofing. Perfect for pool parties or beach days!",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@AmeliaBLM","false",,,,,"UgwhPIJp1S69uqJo0FV4AaABAg","Wish I 'd had this at my last camping trip-- great sound, rugged design, and long battery life l. Would 've been perfect!",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","1",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"0"
"@HashimVal.","false",,,,,"Ugxh8NBRC0jSSghT1GR4AaABAg","ni hao han!!!! i have tested the trinit storm and its a great alternative to the bigwigs and farly more expensive sonys and jbls ... 
thea singin again ... multitalented lady beautiful and smart !",,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"https://www.youtube.com/watch?v=Y2Br_tCUPKg","4 months ago","0",,,,,"TRIBIT StormBox Blast 2 Portable Bluetooth Speaker Review","comment",,"Y2Br_tCUPKg",,"1"
